#{"t_start": 1720055942.0686111, "env_id": "ModuleMagicTowerEnv_6x6"}
r,l,t
-18.2,22,1533.536459
11.0,31,1533.899138
-41.7,315,1539.910203
-51.8,141,1541.497804
12.2,28,1541.825216
28.2,32,1542.19949
28.2,32,1545.331686
-70.8,309,1552.835009
32.0,79,1553.740092
-11.4,75,1554.620054
30.0,32,1556.850568
1.4,46,1557.365773
36.4,13,1557.512333
12.8,31,1557.858888
-10.0,70,1558.656952
-55.8,141,1562.324132
-45.0,206,1564.711309
11.8,32,1568.771702
-43.3,230,1575.29427
-22.1,159,1577.104183
28.4,30,1577.454465
28.8,35,1577.867103
5.6,40,1581.22158
10.2,30,1581.561919
18.4,58,1582.218371
31.6,25,1582.503816
0.4,130,1584.021469
10.4,37,1587.151583
13.8,21,1587.384619
24.2,36,1587.799817
28.6,28,1588.116216
-433.6,852,1601.255666
-19.5,32,1601.632465
8.8,26,1605.569071
0.6,36,1605.972763
27.8,36,1606.376107
-4.6,52,1606.96778
14.6,22,1607.227191
24.6,41,1607.705436
35.4,23,1607.97804
9.4,29,1608.319745
20.6,45,1610.14215
-8.2,151,1611.898323
10.2,30,1612.252607
-112.9,356,1619.326641
21.8,42,1619.799061
-9.3,20,1620.022247
-30.2,101,1621.201967
31.0,22,1621.462108
-43.3,104,1624.886353
23.1,117,1626.231494
19.4,111,1630.050648
-9.6,75,1630.900323
-18.3,61,1631.611472
4.6,41,1632.094926
10.8,33,1634.233781
9.6,27,1634.550054
22.4,45,1635.059473
14.8,20,1635.287755
38.4,11,1635.412816
-0.3,202,1640.523808
29.2,22,1640.773907
18.2,13,1640.922987
30.6,26,1641.229036
-3.6,60,1641.929194
13.5,109,1644.837733
24.6,41,1645.297609
7.0,35,1645.699849
-75.3,149,1650.216387
15.2,16,1650.411861
-4.7,100,1651.536152
34.2,26,1651.835038
16.6,49,1652.405551
37.2,14,1652.569664
-44.2,160,1656.342138
13.8,59,1657.027955
35.2,88,1660.509569
32.8,22,1660.76112
-36.4,127,1662.231322
16.4,13,1662.38544
30.8,33,1662.770977
24.8,30,1663.122092
-9.8,97,1666.668863
-37.1,136,1668.233836
-22.4,77,1671.889216
-33.3,422,1680.427983
-95.7,245,1686.808292
25.2,35,1687.220259
31.8,41,1691.432609
20.8,52,1692.018609
19.8,44,1692.510262
-24.9,104,1693.721546
5.2,35,1694.131565
11.2,29,1696.72567
-12.3,302,1704.606747
-11.4,66,1705.357244
-28.4,83,1706.317264
-70.3,198,1710.500716
6.8,28,1710.828021
15.2,45,1711.351296
11.2,20,1711.587282
15.0,18,1714.751683
-87.9,172,1716.709899
-4.6,61,1717.423303
13.2,27,1720.845813
15.6,50,1721.409685
31.6,25,1721.691831
-47.5,177,1726.841754
-70.4,206,1729.189167
1.6,44,1733.452459
-1.2,45,1733.969553
21.8,51,1734.538937
6.2,34,1734.928529
-12.6,69,1735.741308
27.0,26,1736.050865
19.0,91,1738.747655
9.2,31,1739.097871
-38.3,144,1740.768768
12.6,78,1744.367641
9.6,36,1744.774154
-230.6,454,1753.359524
11.2,20,1753.584749
12.4,26,1753.872698
26.0,36,1754.275862
15.8,19,1754.487984
30.6,35,1754.885697
0.4,47,1755.437668
15.0,47,1757.18552
9.5,57,1757.82993
36.0,17,1758.022179
13.4,25,1758.308846
-6.6,92,1759.385072
32.6,24,1759.665277
3.2,46,1762.344519
7.0,73,1763.171072
14.6,22,1763.426302
31.0,22,1763.674442
7.0,26,1763.971528
-6.2,59,1764.665423
-65.4,417,1771.450085
25.2,35,1771.838458
39.4,10,1771.96251
4.2,36,1772.382773
38.2,13,1772.535815
-105.9,428,1780.185745
24.8,39,1780.626999
15.0,27,1780.943353
8.2,41,1781.424875
38.0,15,1781.600118
36.0,17,1784.392525
16.2,44,1784.888846
9.8,34,1785.275314
6.2,67,1786.03786
14.6,22,1786.295002
-0.7,134,1789.561597
35.0,18,1789.764633
36.6,20,1789.992729
-35.5,138,1791.588862
29.8,34,1794.827359
38.2,13,1794.976401
12.0,68,1795.739588
35.0,18,1795.944758
-49.2,291,1802.114273
11.4,27,1802.42771
-6.2,59,1803.119149
-51.6,405,1810.941314
-18.4,145,1815.523948
12.8,22,1815.771088
-59.3,250,1822.451849
37.0,16,1822.629961
16.6,40,1823.07994
37.2,14,1823.239989
9.4,58,1823.90731
