#{"t_start": 1718528712.2435002, "env_id": "CoinModuleMagicTowerEnv_6x6"}
r,l,t
40.3,20,485.664685
28.5,43,487.950998
-0.7,68,488.115592
29.5,35,488.199592
30.6,36,488.28412
43.3,17,488.324635
15.5,63,490.116286
32.3,35,490.200296
32.2,33,490.279825
44.1,19,490.32489
33.1,37,490.412899
4.8,80,490.60396
42.7,19,490.649296
29.5,35,492.514087
26.1,44,492.623209
34.1,29,492.692213
28.1,42,492.793746
33.8,30,492.868274
37.7,24,492.924806
-59.3,81,494.932363
30.6,36,495.020401
45.3,15,495.056401
12.7,54,495.188937
36.3,31,495.263463
41.7,20,495.314464
20.6,53,495.440619
39.0,29,495.510629
37.1,26,496.980327
27.4,49,497.105859
39.3,21,497.157377
36.3,24,497.218046
40.5,24,497.276561
33.2,32,497.356094
23.7,45,497.478792
12.1,72,499.010395
31.1,32,499.088918
43.1,20,499.138448
30.5,41,499.241474
43.1,20,499.290479
38.7,23,499.34701
21.1,49,499.465812
41.4,21,499.517822
41.3,19,499.566342
28.3,39,500.886503
34.3,33,500.968033
34.7,27,501.033563
23.0,45,501.144094
30.6,36,501.233623
30.9,35,501.322145
32.1,38,501.417163
36.2,29,502.679483
40.7,21,502.728999
37.9,28,502.799
32.3,35,502.882519
37.7,24,502.941791
22.7,46,503.052888
27.5,44,503.159945
38.1,25,503.221954
26.7,42,504.577739
34.0,34,504.661848
43.3,17,504.704848
13.7,55,504.837889
13.4,63,505.007426
26.9,39,505.106954
21.5,50,506.787172
41.1,22,506.839688
32.7,29,506.9127
31.5,40,507.008456
30.1,40,507.106989
36.7,25,507.167518
20.5,51,507.290029
38.1,25,508.654146
26.5,38,508.744678
27.5,44,508.852207
42.9,23,508.910207
35.1,28,508.977735
31.7,37,509.067253
26.1,44,509.175788
40.1,23,509.234317
-17.1,54,510.550665
-1.0,69,510.719201
46.3,14,510.752711
28.7,40,510.850247
27.9,38,510.942776
36.7,25,511.004776
19.3,48,512.819662
18.1,59,512.964224
35.7,26,513.026234
19.3,55,513.176282
40.3,20,513.224287
35.7,26,513.287803
32.5,39,513.381572
39.1,24,514.911472
35.9,30,514.986
37.9,28,515.054063
37.2,28,515.124065
41.7,20,515.170911
11.7,64,515.327004
31.8,39,515.420536
40.3,20,515.469056
29.3,45,517.054117
40.1,23,517.110113
42.1,21,517.160627
39.9,26,517.225641
43.8,20,517.273163
32.7,29,517.345675
25.9,54,517.477206
35.8,28,517.545735
32.5,32,518.997398
33.3,34,519.079443
27.1,36,519.164481
40.1,23,519.221495
33.3,34,519.303203
34.1,29,519.372733
42.3,18,519.416742
24.5,47,519.530813
41.1,22,519.583818
23.9,42,520.927513
21.1,56,521.063564
33.2,32,521.168096
16.5,55,521.303625
34.5,37,521.394685
41.3,19,521.442215
21.9,51,523.02856
26.1,44,523.139189
33.1,30,523.212185
38.3,22,523.265701
-0.5,79,523.46997
-9.3,78,525.443057
38.3,22,525.496056
36.5,28,525.564585
42.7,19,525.610586
43.7,18,525.655658
24.9,41,525.753189
26.3,41,525.852716
25.5,39,525.946802
22.7,53,527.174608
38.5,26,527.23814
37.3,23,527.293141
21.9,44,527.401657
36.5,28,527.472419
37.5,27,527.535937
31.7,37,527.62895
37.5,27,527.701584
41.5,23,528.969118
25.1,45,529.080652
42.1,21,529.137183
34.7,27,529.230182
35.1,35,529.313694
40.7,21,529.367798
44.3,16,529.405798
32.7,36,529.494333
40.1,23,529.553774
41.3,19,529.601774
37.3,30,530.903301
31.1,39,530.998816
39.3,21,531.050336
23.7,45,531.184871
34.8,29,531.261397
33.1,30,531.335407
7.5,71,533.177097
39.7,29,533.249629
16.1,61,533.396154
37.9,28,533.46469
36.5,28,533.5307
39.7,22,533.58722
38.9,27,533.65075
36.6,30,533.724759
35.7,26,533.788067
39.3,28,535.378144
33.1,30,535.450675
32.3,42,535.554199
23.9,49,535.670904
34.5,30,535.743433
29.1,41,535.842965
30.1,40,537.17608
36.7,25,537.237093
40.7,21,537.287614
25.9,47,537.443642
35.5,36,537.528647
37.5,27,537.594158
19.9,60,537.740187
44.7,17,537.782197
33.5,31,539.339677
18.9,54,539.473706
29.7,39,539.571482
24.7,44,539.680011
9.7,66,539.839553
30.0,38,539.938075
33.3,34,541.629741
18.3,56,541.767793
46.3,14,541.803792
33.3,27,541.871325
31.3,43,541.979853
44.2,21,542.033862
43.3,17,542.077384
24.1,46,542.191434
39.7,22,543.605616
43.1,20,543.653147
31.1,39,543.750675
32.9,33,543.834387
30.9,35,543.918901
30.9,35,544.001934
46.3,14,544.037947
40.3,20,544.086468
35.3,32,544.163997
42.7,19,545.269576
31.7,30,545.367657
16.9,56,545.509179
36.5,28,545.578707
37.7,24,545.637717
37.6,29,545.708238
39.7,22,545.762767
43.3,17,545.804768
33.9,32,545.883299
32.3,28,547.391867
34.1,29,547.466388
30.3,37,547.557919
42.7,19,547.60592
38.1,25,547.668448
27.7,41,547.772975
29.7,32,547.85249
39.1,24,547.911682
31.9,34,549.135529
41.4,28,549.204046
34.3,26,549.267568
18.9,61,549.417097
41.3,19,549.462629
36.7,25,549.527626
11.5,60,549.679957
34.3,33,551.277533
37.1,26,551.341537
15.5,56,551.482102
43.3,17,551.525103
35.1,28,551.596626
22.1,55,551.734158
38.0,30,551.809199
11.3,56,553.395853
12.5,59,553.540965
39.1,24,553.600487
27.3,40,553.696017
34.3,40,553.794548
43.2,22,553.849077
31.8,39,553.943087
27.3,40,555.519899
37.1,26,555.584428
35.5,29,555.661489
-234.3,121,555.957611
38.6,28,556.025611
36.7,25,556.089985
38.7,30,558.533253
38.1,25,558.591783
43.7,18,558.635782
36.5,35,558.720845
38.3,29,558.789551
28.9,37,558.878081
-118.9,97,561.004315
40.1,23,561.061833
42.3,18,561.105833
29.7,46,561.218362
39.3,21,561.267875
27.9,45,561.374082
26.5,45,561.48016
30.7,38,561.584957
32.1,31,562.859062
24.5,54,562.993802
35.7,26,563.056333
40.3,20,563.110329
16.5,62,563.261379
40.3,20,563.311379
34.7,27,563.379908
31.3,36,564.98601
45.3,15,565.021011
44.1,19,565.068099
20.9,52,565.193625
-31.3,93,565.417674
34.7,27,565.482203
38.5,26,565.548205
35.3,25,567.656924
42.3,18,567.699924
30.7,38,567.791451
27.7,34,567.872765
44.3,16,567.910765
33.1,37,567.998293
29.6,37,568.08781
40.7,21,568.139529
31.7,37,568.231057
30.7,31,569.355161
24.3,43,569.459209
30.5,41,569.557737
9.3,58,569.699483
43.3,17,569.741484
21.5,50,569.874545
37.7,24,569.935545
30.7,31,571.510227
29.3,45,571.622736
37.1,26,571.69127
27.5,37,571.781799
27.5,44,571.889836
36.1,27,571.953839
37.7,24,572.015916
22.9,57,573.362544
39.9,26,573.425546
45.1,18,573.469075
29.9,43,573.584584
34.1,29,573.654587
32.7,29,573.726664
32.1,38,573.82239
33.5,31,573.900918
35.3,25,575.096141
32.7,29,575.166844
36.5,28,575.23584
24.1,46,575.347932
10.7,58,575.488978
43.8,20,575.538983
9.2,70,577.175077
38.3,29,577.247086
38.7,23,577.301606
41.7,20,577.351615
24.3,50,577.472666
41.2,24,577.531666
43.3,17,577.573198
32.5,32,577.664726
32.7,36,577.753731
34.7,27,579.110836
31.9,34,579.196358
43.7,18,579.250531
41.1,22,579.305045
31.7,30,579.385124
35.3,25,579.44713
40.1,23,579.504662
24.5,40,579.60419
34.5,30,579.67623
44.3,16,579.71623
33.3,34,580.878002
43.7,18,580.923001
26.9,39,581.016532
35.7,33,581.099057
24.1,39,581.192124
42.7,19,581.239124
31.7,37,581.3302
34.1,29,581.40273
35.9,30,582.55813
22.7,53,582.698284
38.7,23,582.753293
44.3,16,582.792816
18.7,50,582.914345
44.3,16,582.954354
38.5,26,583.017871
33.5,31,583.092389
35.3,32,584.557686
46.3,14,584.592205
29.1,41,584.691659
44.3,16,584.730659
40.3,20,584.781189
28.3,46,584.894721
33.1,30,585.020235
24.7,44,585.140763
14.5,64,586.513926
30.1,40,586.613457
44.3,16,586.660459
15.9,64,586.830144
38.7,23,586.886192
40.3,20,586.938198
32.3,35,587.02273
37.6,29,587.093258
37.7,24,588.701994
28.7,47,588.815727
37.9,28,588.883241
40.3,20,588.934245
33.1,37,589.022777
40.6,26,589.086306
42.3,18,589.132306
37.7,31,589.206832
44.3,16,589.246833
38.3,22,590.531743
31.5,40,590.630263
34.9,31,590.704793
43.3,17,590.746794
38.9,27,590.812318
37.0,31,590.886349
42.3,18,590.931353
33.9,32,591.008886
35.6,31,591.086396
34.7,27,592.246298
37.1,33,592.326374
35.5,29,592.398905
47.3,13,592.430905
20.7,55,592.565438
44.1,19,592.635955
44.3,16,592.673469
20.5,51,592.799006
45.3,15,592.838005
14.0,68,594.441872
26.5,45,594.555388
45.3,15,594.593919
34.9,31,594.668928
29.7,46,594.782098
37.7,24,594.843093
32.9,33,594.926607
32.3,42,596.418292
37.4,25,596.479825
36.1,27,596.544823
38.5,33,596.624351
38.1,25,596.685882
42.3,18,596.730882
32.3,35,596.818411
20.6,46,596.931943
44.3,16,598.229159
26.5,52,598.354906
21.5,43,598.459425
28.5,36,598.5495
35.7,33,598.630031
44.7,17,598.671041
35.7,26,598.73456
28.9,44,598.84309
44.3,16,600.213715
31.1,32,600.291245
34.5,37,600.382776
43.1,20,600.430776
44.7,17,600.471776
17.1,60,600.653379
40.3,20,600.700412
38.3,22,600.755417
28.3,39,602.356427
46.3,14,602.392953
44.3,16,602.431145
29.7,39,602.528667
43.3,17,602.571668
35.7,26,602.636702
38.3,29,602.709231
43.3,17,602.751231
43.3,17,602.79376
32.6,34,602.87729
20.6,46,604.154384
40.3,20,604.206912
43.3,24,604.267926
33.5,31,604.344446
42.3,18,604.388973
26.3,41,604.487506
39.1,24,604.547506
27.1,43,604.654036
17.7,58,606.122347
26.2,39,606.217387
43.3,17,606.258386
12.1,65,606.416076
29.7,39,606.511785
41.3,19,606.559789
31.1,39,606.654316
24.5,40,608.291779
34.3,26,608.354778
30.5,41,608.455311
40.2,25,608.524839
33.3,27,608.593372
28.5,43,608.6969
19.9,46,608.808966
46.3,14,608.841967
33.9,32,610.147156
41.3,19,610.196675
38.1,25,610.257674
32.9,33,610.340751
25.7,36,610.430278
37.3,23,610.485791
22.5,49,610.607521
40.8,23,610.665531
42.3,18,610.712049
39.3,28,612.017837
32.4,37,612.108368
40.3,20,612.157369
19.5,52,612.282431
37.9,28,612.35243
41.3,19,612.40295
36.7,32,612.482487
-33.4,100,614.283907
42.1,21,614.334911
26.5,45,614.443442
26.4,43,614.547971
34.0,34,614.629504
28.4,48,614.746219
34.1,29,616.057009
39.7,22,616.111537
36.3,31,616.186068
40.3,20,616.245068
43.3,17,616.289597
34.9,38,616.386129
29.4,40,616.484658
38.7,23,616.541657
35.9,30,616.616189
41.7,20,616.665188
40.3,20,617.845623
33.2,32,617.92616
35.0,33,618.006688
24.5,47,618.122219
22.1,55,618.261748
31.2,41,618.365275
32.1,31,618.442794
18.1,43,619.922417
18.2,45,620.029942
42.3,18,620.073946
25.7,34,620.15718
15.6,72,620.331242
38.5,26,620.393772
15.5,56,622.116156
35.3,39,622.209689
38.1,25,622.271698
34.1,36,622.358219
42.8,21,622.408751
42.3,18,622.453747
21.9,51,622.576277
41.1,22,622.630798
